"Id","LotFrontage","LotArea","Street","LandSlope","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofMatl","MasVnrArea","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","X1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscVal","MoSold","YrSold","NeighborhoodRich","NeighborhoodCountryClub","NeighborhoodLarge","NeighborhoodQualityScale","lat","lon","NeighborhoodAvgSale","NeighborhoodNumSales","NeighborhoodNumSalesTot","ExterQualTAGD","BsmtQualTAGD","KitchenQualTAGD","FireplaceNone","GarageQualTA","GarageCondTA","ExterCondTA","BsmtCondTA","BsmtExposureNo","PoolNone","BsmtFinType1UG","BsmtFinType1_2","BsmtFinType2U","BsmtFinType2_2","MSSubClass_Common","MSZoningRLRM","LotShapeIrregular","Condition1Abnormal","Condition2Abnormal","ConditionAbnormal","HouseStyleUnfinished","HouseStyleSplit","HouseStyle1Store","HouseStyle2Store","ExteriorDiff","BsmtPresent","ShedPresent","MiscValPresent","2ndFlrSFPresent","MasVnrAreaPresent","WoodDeckSFPresent","OpenPorchSFPresent","EnclosedPorchPresent","ScreenPorchPresent","LotFrontage_D","LotAreaGiant","BsmtFinSF1_D","BsmtFinSF2_D","NeighborhoodAvgSale_D","NeighborhoodNumSales_D","X1stFlrSF_D","X2ndFlrSF_D","TotalArea","InsideArea","TotalArea_D1","TotalArea_D2","TotalArea_D3","InsideArea_D1","InsideArea_D2","InsideArea_D3","SeasonSold","HighSeason","BuiltDecade","BuiltCentury","BuiltMillenium","RebuiltDecade","RebuiltCentury","RebuiltMillenium","MonthYearSold","Remodelled","YearsSinceRemodel","YearsSoldAfterRemodel","SameYearBuiltSold","SameYearRebuiltSold","Age","SaleAge","YearBuilt_DO","GarageYrBlt_DO","YearRemodAdd_DO","MSSubClass120","MSSubClass160","MSSubClass180","MSSubClass190","MSSubClass20","MSSubClass30","MSSubClass40","MSSubClass45","MSSubClass50","MSSubClass60","MSSubClass70","MSSubClass75","MSSubClass80","MSSubClass85","MSSubClass90","MSZoningC..all.","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM","AlleyGrvl","AlleyNone","AlleyPave","LotShapeIR1","LotShapeIR2","LotShapeIR3","LotShapeReg","LandContourBnk","LandContourHLS","LandContourLow","LandContourLvl","LotConfigCorner","LotConfigCulDSac","LotConfigFR","LotConfigInside","NeighborhoodBlmngtn","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","Condition1Artery","Condition1Feedr","Condition1Norm","Condition1PosA","Condition1PosN","Condition1RRAe","Condition1RRAn","Condition1RRNe","Condition1RRNn","Condition2Artery","Condition2Feedr","Condition2Norm","Condition2PosA","Condition2PosN","Condition2RRAe","Condition2RRAn","Condition2RRNn","BldgType1Fam","BldgTypeOther","BldgTypeTwnhsE","HouseStyle1.5Fin","HouseStyle1.5Unf","HouseStyle1Story","HouseStyle2.5Fin","HouseStyle2.5Unf","HouseStyle2Story","HouseStyleSFoyer","HouseStyleSLvl","RoofStyleGable","RoofStyleHip","RoofStyleOther","Exterior1stBrkFace","Exterior1stCemntBd","Exterior1stHdBoard","Exterior1stMetalSd","Exterior1stOther","Exterior1stPlywood","Exterior1stVinylSd","Exterior1stWd.Sdng","Exterior2ndCmentBd","Exterior2ndHdBoard","Exterior2ndMetalSd","Exterior2ndOther","Exterior2ndPlywood","Exterior2ndVinylSd","Exterior2ndWd.Sdng","MasVnrTypeBrkCmn","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","FoundationBrkTil","FoundationCBlock","FoundationOther","FoundationPConc","ElectricalFuseA","ElectricalOther","ElectricalSBrkr","GarageTypeAttchd","GarageTypeBuiltIn","GarageTypeDetchd","GarageTypeNone","GarageTypeOther","PavedDriveN","PavedDriveP","PavedDriveY","SaleTypeCOD","SaleTypeNew","SaleTypeOther","SaleTypeWD","SaleConditionAbnorml","SaleConditionNormal","SaleConditionOther","SaleConditionPartial","c41","c42","c43","c44","c81","c82","c83","c84","c85","c86","c87","c88","YearBuilt_DD1","YearBuilt_DD2","YearBuilt_DD3","YearBuilt_DD4","YearBuilt_DD5","GarageYrBlt_DD1","GarageYrBlt_DD2","GarageYrBlt_DD3","GarageYrBlt_DD4","GarageYrBlt_DD5","YearRemodAdd_DD1","YearRemodAdd_DD2","YearRemodAdd_DD3","YearRemodAdd_DD4","YearRemodAdd_DD5","SalePrice"
206,99,9.38025190869346,0,1,7,1.79175946922805,1990,1990,0,0,1.38629436111989,4,4,4,0.693147180559945,1,0,0.693147180559945,0,1.6094379124341,4,0,5,1,7.27447955877387,0,1,3,0,0,2,0,3,0.693147180559945,1.38629436111989,1.79175946922805,8,0,0,1990,2,2,500,4,5,0,3.55534806148941,0,6.23244801655052,0,0,0,4,0,5,7.60589000105312,0,0,0,2,42.027885,-93.615692,12.1062578350946,4.38202663467388,5.11198778835654,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,1,1,1,1,1,1,1,5,0.693147180559945,4,0.693147180559945,1,0,0,0,0,0,0,0.693147180559945,0,1,0.693147180559945,0,0,1,1,0.693147180559945,0,0.693147180559945,1,3,0,0,0,3,3,4,0.693147180559945,9.57824205952938,7.27447955877387,15,8,4,11,6,3,1.25,0.693147180559945,199,19.9,0,199,19.9,0,10.0905478636773,0,0,19,0,0,3.04452243772342,1,7,6,5,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,1,0,0,0,1,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,12.1034915969059
207,40,9.52325149847374,0,1,5,1.79175946922805,1962,1962,0,0,1.38629436111989,3,3,4,0.693147180559945,1,0,0.693147180559945,0,1.38629436111989,3,0,3,1,7.43661726523423,0,1,4,0,0,1,0.693147180559945,3,0.693147180559945,1.38629436111989,2.19722457733622,4,0.693147180559945,1.38629436111989,1962,2,1,349,4,5,0,3.43398720448515,0,0,0,0,0,4,0,3,7.60489448081162,0,0,0,1,42.033611,-93.669348,11.8130374648005,4.31748811353631,5.02388052084628,0.693147180559945,0.693147180559945,0.693147180559945,0,1,1,0,1,1,1,1,5,0.693147180559945,4,0.693147180559945,1,0,0.693147180559945,0,0,0,0,0.693147180559945,0,1,0.693147180559945,0,0,1,1,0.693147180559945,0,0.693147180559945,1,1,0,0,0,2,2,5,0.693147180559945,9.66776521901506,7.43661726523423,17,9,5,15,8,4,0.75,0,196.2,19.62,0,196.2,19.62,0,10.0894690701616,0,0,45,0,0,3.89182029811063,3,4,3,3,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0.693147180559945,0,0,0,0,0,0,1,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,1,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,11.8768808421216
208,64,9.43300380805352,0,1,4,1.79175946922805,1960,1960,0,0,1.38629436111989,4,3,4,0.693147180559945,5,6.04025471127741,1.6094379124341,5.7268477475872,0.693147180559945,3,0,3,1,7.00397413672268,0,1,2,0.693147180559945,0,1,0,3,0.693147180559945,1.38629436111989,1.94591014905531,8,0.693147180559945,0.693147180559945,1960,2,1,312,4,5,5.87493073085203,0,0,0,0,0,0,1,0,4,7.60539236481493,0,0,0.693147180559945,2,42.042966,-93.613556,11.8494048444231,5.41610040220442,6.09356977004514,0.693147180559945,0.693147180559945,0.693147180559945,0,1,1,1,1,1,1,0,4,0,2,0.693147180559945,1,0,0,0,0,0,0,0.693147180559945,0,1,0.693147180559945,0,0,1,1,0,0.693147180559945,0.693147180559945,1,2,0,1.09861228866811,0.693147180559945,2,5,3,0.693147180559945,9.61959827832304,7.00397413672268,16,8,4,5,3,2,1,0,196,19.6,0,196,19.6,0,10.0900086123938,0,0,48,0,0,3.93182563272433,2,4,3,2,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.693147180559945,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,11.8565222615337
209,60,9.57254997141339,0,0,7,1.79175946922805,1988,1989,0,4.85981240436167,1.6094379124341,4,4,4,1.6094379124341,6,6.97166860472579,0.693147180559945,0,0.693147180559945,3,0,5,1,7.07411681619736,6.78332520060396,1,5,0.693147180559945,0,2,0.693147180559945,3,0.693147180559945,1.38629436111989,2.07944154167984,8,0.693147180559945,1.6094379124341,1988,3,2,454,4,5,4.11087386417331,4.02535169073515,0,0,5.04342511691925,0,0,4,0,4,7.60489448081162,0,0,0,2,42.03554,-93.685131,12.1001619785669,4.0943445622221,4.83628190695148,0.693147180559945,0.693147180559945,0.693147180559945,0,1,1,1,1,0,1,1,6,0.693147180559945,4,0.693147180559945,1,0,0,0,0,0,0,0,1,1,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,2,0,1.38629436111989,0,3,2,4,1.79175946922805,9.82081221586722,7.63191651307125,19,10,5,18,9,5,1,0,198.8,19.88,0,198.9,19.89,0,10.0895105837469,1,0.693147180559945,18,0,0,3.13549421592915,3,7,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,1,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,12.5317763952713
210,75,9.01808968410434,0,1,6,2.07944154167984,1964,1964,0,5.56452040732269,1.38629436111989,4,4,4,0.693147180559945,3,6.66949808985788,0.693147180559945,0,0.693147180559945,3,0,5,1,6.99668148817654,0,1,2,0.693147180559945,0,1,0,3,0.693147180559945,1.38629436111989,1.94591014905531,8,0,0,1964,2,2,504,4,4,0,0,0,0,0,0,0,2,0,7,7.60539236481493,0,0,0.693147180559945,2,42.042966,-93.613556,11.8494048444231,5.41610040220442,6.09356977004514,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,1,0,1,1,1,1,0,3,0.693147180559945,4,0.693147180559945,1,0,0,0,0,0,0,0.693147180559945,0,1,0.693147180559945,0,0,1,0,0.693147180559945,0.693147180559945,0.693147180559945,1,2,0,1.09861228866811,0,2,5,3,0.693147180559945,9.30346634996567,6.99668148817654,8,4,2,5,3,2,1.75,0.693147180559945,196.4,19.64,0,196.4,19.64,0,10.0901330808101,0,0,44,0,0,3.85014760171006,2,4,4,3,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,11.8844959179307
211,67,8.63141433550626,0,1,5,1.94591014905531,1925,1950,0,0,1.38629436111989,4,3,4,0.693147180559945,3,6.15060276844628,0.693147180559945,0,0.693147180559945,3,0,3,0,6.76272950693188,0,1,1,0.693147180559945,0,1,0,2,0.693147180559945,1.38629436111989,1.79175946922805,8,0,0,1925,0,0,0,0,0,0,0,4.57471097850338,0,0,0,0,4,0,4,7.60539236481493,0,0,0,1,42.0228,-93.66304,11.6910800185195,4.59511985013459,5.26269018890489,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,0,1,1,1,1,0,3,0.693147180559945,4,0,1,0,0,0,0,0,0,0.693147180559945,0,1,0.693147180559945,0,0,1,1,0.693147180559945,0.693147180559945,0,1,2,0,1.09861228866811,0,1,4,2,0.693147180559945,8.86869477658097,6.76272950693188,2,1,1,2,1,1,1,0,192.5,19.25,0,195,19.5,0,10.0900086123938,1,3.25809653802148,58,0,0,4.45434729625351,2,2,1,1,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.693147180559945,0,0,0,0,0,1,0,0,0,1,0,0,0,0.693147180559945,0,1,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,1,0,0,0,0,11.4927329616823
212,83,9.25157827999243,0,1,6,1.79175946922805,2009,2009,0,0,1.38629436111989,4,4,4,1.09861228866811,6,3.61091791264422,0.693147180559945,0,1.38629436111989,4,0,5,1,7.10085190894405,0,1,2,0,0,2,0,3,0.693147180559945,1.6094379124341,1.94591014905531,8,0,0,2009,2,2,460,4,5,4.61512051684126,3.13549421592915,0,0,0,0,0,4,0,3,7.60638738977265,0,0,0,1,42.0228,-93.66304,11.6910800185195,4.59511985013459,5.26269018890489,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,1,1,1,1,0,1,1,6,0.693147180559945,4,0.693147180559945,1,0,0,0,0,0,0,0.693147180559945,0,1,0.693147180559945,0,0,1,1,0,0,0.693147180559945,1,2,0,0.693147180559945,0,1,4,4,0.693147180559945,9.420925394043,7.10085190894405,11,6,3,7,4,2,0.75,0,200.9,20.09,1,200.9,20.09,0.693147180559945,10.0909624745709,0,0,1,0,0,0.693147180559945,0,10,10,10,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,1,0,0,0,0,0.693147180559945,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,1,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,12.133507329025
213,72,9.0642735958414,0,1,7,1.79175946922805,2009,2009,0,0,1.38629436111989,4,4,4,0.693147180559945,6,6.71295620067707,0.693147180559945,0,0.693147180559945,3,0,5,1,6.83840520084734,6.82546003625531,1,5,0.693147180559945,0,2,0.693147180559945,3,0.693147180559945,1.6094379124341,2.07944154167984,8,0.693147180559945,1.38629436111989,2009,2,2,644,4,5,5.12989871492307,4.69134788222914,0,0,0,0,0,4,0,7,7.60589000105312,0,0.693147180559945,0,3,42.052191,-93.643479,12.3260798725048,4.46590811865458,5.20948615284142,0.693147180559945,0.693147180559945,0.693147180559945,0,1,1,1,1,1,1,1,6,0.693147180559945,4,0.693147180559945,0,0,0,0,0,0,0,0,1,1,0.693147180559945,0,0,0,1,0,0,0.693147180559945,1,2,0,1.38629436111989,0,5,3,2,1.79175946922805,9.41873570094148,7.52456122628536,11,6,3,17,9,5,1.75,0.693147180559945,200.9,20.09,1,200.9,20.09,0.693147180559945,10.0906307996093,0,0,0,1,1,0.693147180559945,1,10,10,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693147180559945,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,1,0,0,0,0,0.693147180559945,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,12.43987518743
214,43,9.51554305814595,0,1,5,1.79175946922805,1995,1995,0,0,1.38629436111989,4,4,4,0.693147180559945,5,6.57507584059962,0.693147180559945,0,0.693147180559945,3,0,5,1,6.89871453432999,0,1,1,0,0.693147180559945,1,0,3,0.693147180559945,1.38629436111989,1.79175946922805,8,0,0,1996,1,2,576,4,5,5.41610040220442,0,0,0,0,0,0,4,0,7,7.60439634879634,0,0,0.693147180559945,2,42.021051,-93.685643,12.1919787921317,5.01727983681492,5.59098698051086,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,1,1,1,1,1,1,0,4,0.693147180559945,4,0.693147180559945,1,1,0,0,0,0,0,0.693147180559945,0,1,0.693147180559945,0,0,1,1,0,0.693147180559945,0.693147180559945,1,1,0,1.09861228866811,0,4,4,2,0.693147180559945,9.68806412423706,6.89871453432999,17,9,5,3,2,1,1.75,0.693147180559945,199.5,19.95,0,199.5,19.95,0,10.0891368994228,0,0,11,0,0,2.77258872223978,4,7,7,6,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0,0.693147180559945,0,0,0,0,0,1,0,0.693147180559945,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,1,0,0,0,0,0.693147180559945,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,1,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.693147180559945,0,0,11.9576176964675
215,54,9.29660980712836,0,1,6,2.07944154167984,1977,1977,0,5.03695260241363,1.38629436111989,4,4,4,0.693147180559945,6,5.93753620508243,0.693147180559945,0,0.693147180559945,2,0,5,1,6.5366915975913,6.55677835615804,1,3,0,0,1,0.693147180559945,3,0.693147180559945,1.38629436111989,1.94591014905531,8,0,0,1977,3,1,299,4,5,0,3.61091791264422,0,0,0,0,0,2,6.11146733950268,3,7.60638738977265,0,0,0.693147180559945,2,42.021051,-93.685643,12.1919787921317,5.01727983681492,5.59098698051086,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,1,1,1,1,1,1,1,6,0.693147180559945,4,0.693147180559945,1,0,0,0,0,0,0,0,1,1,0.693147180559945,1,1,0,0,0.693147180559945,0,0.693147180559945,1,1,0,0.693147180559945,0,4,4,1,1.6094379124341,9.48948611340568,7.23921497377981,13,7,4,10,5,3,0.75,0,197.7,19.77,0,197.7,19.77,0,10.0909624745709,0,0,33,0,0,3.52636052461616,0,6,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0.693147180559945,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,1,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,1,0,0,0,11.9938133947243
216,72,9.21153965255166,0,1,5,1.94591014905531,1957,1996,0,4.17438726989564,1.38629436111989,4,3,4,0.693147180559945,4,5.88887795833288,0.693147180559945,0,1.09861228866811,3,0,3,1,7.12044437239249,0,1,2,0,0.693147180559945,1,0,2,0.693147180559945,1.6094379124341,1.94591014905531,5,0.693147180559945,1.09861228866811,1957,1,1,447,4,5,0,0,0,0,0,0,0,2,0,5,7.60439634879634,0,0,0.693147180559945,2,42.042966,-93.613556,11.8494048444231,5.41610040220442,6.09356977004514,0.693147180559945,0.693147180559945,0.693147180559945,0,1,1,1,1,1,1,0,2,0.693147180559945,4,0.693147180559945,1,0,0,0,0,0,0,0.693147180559945,0,1,0.693147180559945,0,0,1,0,0.693147180559945,0.693147180559945,0.693147180559945,1,2,0,0.693147180559945,0,2,5,4,0.693147180559945,9.40910926014874,7.12044437239249,11,6,3,7,4,2,1.25,0.693147180559945,195.7,19.57,0,199.6,19.96,0,10.089053839495,1,3.68887945411394,10,0,0,3.98898404656427,4,3,3,6,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0.693147180559945,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.693147180559945,0,1,0,0,0,0,1,0,0,0,0,0,0.693147180559945,0,0,11.8089550993785
217,65,9.04204005654448,0,1,7,1.79175946922805,2004,2004,0,5.58724865840025,1.6094379124341,4,4,4,1.09861228866811,6,6.85329909318608,0.693147180559945,0,1.09861228866811,4,0,5,1,7.27031288607902,0,1,3,0.693147180559945,0,2,0,3,0.693147180559945,1.6094379124341,2.19722457733622,8,0,0,2004,1,2,484,4,5,4.9416424226093,4.59511985013459,0,0,0,0,0,4,0,4,7.60539236481493,0,0,0.693147180559945,2,42.021051,-93.685643,12.1919787921317,5.01727983681492,5.59098698051086,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,1,1,1,1,0,1,1,6,0.693147180559945,4,0.693147180559945,1,0,0,0,0,0,0,0.693147180559945,0,1,0.693147180559945,0,0,1,0,0,0,0.693147180559945,1,2,0,1.38629436111989,0,4,4,4,0.693147180559945,9.38387342273706,7.27031288607902,10,5,3,10,5,3,1,0,200.4,20.04,1,200.4,20.04,0.693147180559945,10.0900086123938,0,0,4,0,0,1.94591014905531,2,9,9,8,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0,0.693147180559945,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.693147180559945,0,1,0,0,0.693147180559945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.693147180559945,0,0,0,1,0,12.254867571593
